Index;NDVI;elevation;maximum_temperature;minimum_temperature;precipitation;relative_humidity
466;0.4229976508995162;414;33.51854;22.965181;3.1586876;56.78594
467;0.39127146589781087;165;35.615112;24.540268;2.5671167;46.4964
468;0.3837536625775891;194;36.140133;24.819082;2.3839288;43.078075
469;0.3692166792054739;213;36.06393;24.725298;2.4158802;43.3395
470;0.33857166618433815;204;35.226612;24.306065;2.8295586;47.327065
471;0.33857166618433815;204;35.226612;24.306065;2.8295586;47.327065
472;0.4229976508995162;414;33.51854;22.965181;3.1586876;56.78594
473;0.3909149343256358;173;35.572075;24.483177;2.5989766;46.629944
474;0.39127146589781087;165;35.615112;24.540268;2.5671167;46.4964
475;0.380481621345162;180;35.24535;24.146997;2.6913028;48.14747
476;0.4115569274400302;440;33.45223;22.862843;3.2219374;57.032677
477;0.3218680434660004;192;35.10377;24.009342;2.7197719;48.740444
478;0.44828427886995603;396;33.51854;22.965181;3.1586876;56.78594
479;0.32400769756273745;230;36.068024;24.746712;2.4284835;43.35431
480;0.39515382821143114;225;35.990288;24.736465;2.3809307;43.1602
481;0.44719147937788845;232;34.724464;23.951065;2.9570909;49.268017
482;0.44719147937788845;232;34.724464;23.951065;2.9570909;49.268017
483;0.3848928017295417;286;35.442387;24.574825;2.7771626;45.874104
484;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
485;0.389980503873783;282;35.498627;24.679768;2.7381616;45.68311
486;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
487;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
488;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
489;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
490;0.509636462880809;123;32.70723;24.145758;3.2746341;71.31333
491;0.33607741400137975;200;36.161625;24.802862;2.1652315;42.622097
492;0.3210279407422665;163;35.415737;24.348713;2.6410775;47.856808
493;0.42291388979135197;413;33.38987;22.887606;3.2043376;57.669765
494;0.384779083315365;293;35.5956;24.531925;2.6768208;44.421124
495;0.566509575307005;35;32.99003;24.172018;3.4743605;70.06647
496;0.566509575307005;35;32.99003;24.172018;3.4743605;70.06647
497;0.4046062373937221;191;36.140133;24.819082;2.3839288;43.078075
498;0.33364704844356663;170;35.225464;24.131964;2.67894;48.352592
499;0.3785170444212013;177;34.715134;23.809084;2.9295754;51.351288
500;0.43047303467764464;211;35.145073;24.277906;2.8736575;47.92628
501;0.43258472301154105;171;35.620598;24.553099;2.593834;46.323612
502;0.4229976508995162;414;33.51854;22.965181;3.1586876;56.78594
503;0.5979753901100306;401;32.856556;22.556913;3.4173136;61.29411
504;0.36561099886070336;237;36.03729;24.730158;2.451909;43.12799
505;0.2823415448092557;154;35.207054;24.301052;2.619781;49.226036
506;0.432999921311582;419;33.51854;22.965181;3.1586876;56.78594
507;0.4161059402966381;430;33.53064;22.959974;3.1576488;56.649536
508;0.35200580119885855;242;36.179565;24.643513;2.092138;42.240314
509;0.3116538924475732;157;35.08461;24.286646;2.5586631;49.786922
510;0.3533345464973378;208;36.140133;24.819082;2.3839288;43.078075
511;0.4229976508995162;414;33.51854;22.965181;3.1586876;56.78594
512;0.37398425954683956;181;36.22151;24.907125;2.2989452;42.79046
513;0.4229976508995162;414;33.51854;22.965181;3.1586876;56.78594
514;0.3300442687627635;157;35.441742;24.38826;2.658429;47.86287
515;0.5441343004640927;407;32.698486;22.397589;3.576191;61.836956
